FIN,43.3,,,47.6,,,,49.5,,52.7,53.1,,54.8,,,,
FRA,,,,49.3,49.8,50.6,51.3,52.3,52.8,53.9,54.9,55.9,56.8,57.8,58.8,59.4,60.5
GEO,15.3,,,,,,,38,40.7,46,47.3,45.5,47.1,48.6,48.8,49.1,48.2
DEU,,,,27.7,,30.1,,31.5,,33.2,,35.8,,38.5,,40.2,
GRD,,,,,,,,,,,,45.8,44.4,60,60,52.2,
GTM,,15.4,15.4,23.1,23.1,23.1,23.1,23.1,15.4,15.4,15.4,15.4,15.4,8.3,7.7,8.3,
HND,,,,,60,60,60,60,60,60,60,60,20,20,20,20,
HUN,,,,70.3,71.2,71.4,71.1,70.5,70.2,70.1,70,69.7,69.2,68.9,68.8,69.1,69.6
ISL,26.7,,,23.4,23.4,23.4,25.5,25.5,29.8,29.8,29.8,29.8,29.8,30.8,30.9,31.5,40.7
IRL,13.3,,,16.1,16.4,19.2,20,20.5,22.5,21.9,22.1,22.2,21.8,25.9,23.8,26.4,28.4
ISR,,,,,,,,,,,,50.8,,,51.2,,
ITA,,,,,33.8,35.7,36,37.3,37.6,38.2,38.7,39.7,41.1,43.1,43.3,44.4,
JAM,,0,0,0,0,0,0,0,12.5,25,25,25,25,50,50,42.9,
KAZ,,,,,41.8,43.6,43.4,44.8,45,43.9,44.3,45.4,46.2,45.5,46.8,46.9,
KGZ,,,,,,29.1,,,,,,29.7,,,,,
LVA,67.3,,,68,68.5,68.9,70.3,70.8,70.5,71.3,72.9,73.8,74.2,74.9,74.9,75.7,
LTU,44.5,,,51,51.8,52.2,52.5,53.2,53.9,54.1,54.8,55.3,56,57.3,41.7,38.8,61.2
LUX,52.1,,,51.5,52,52.2,,,,,,,,,,,
MKD,43.3,,,50.2,51.8,52.6,,,,,,,,,,,
MEX,,14.3,14.3,14.3,14.3,14.3,12.5,20,20,20,18.2,18.2,18.2,18.2,18.2,18.2,
NLD,33.9,,,41.2,46.1,45,46.1,46.5,47.4,48.2,49.1,50.4,51.2,52.3,53.4,54.3,
NIC,,,,,,,,,,,,25,26.7,28.6,28.6,30.8,
NOR,,,,,26.8,,,,,,,,,,40.3,40.7,
PAN,,22.2,22.2,22.2,22.2,11.1,11.1,22.2,22.2,22.2,22.2,11.1,11.1,0,0,0,
PRY,,0,0,0,0,0,0,11.1,11.1,11.1,11.1,11.1,11.1,22.2,22.2,22.2,
PER,,5.9,5.9,6.3,4.5,6.7,6.7,6.7,7.7,8.3,6.3,6.3,5.9,6.3,14.3,10.5,
POL,62.8,,,63.7,63.6,63.8,63.6,63.3,63.3,63.1,63.7,63.8,63.8,64,63.9,63.9,63.9
PRT,,,,39.2,40.8,42.9,43.7,46,47.7,49,50.4,51.9,53.4,55.7,56.9,57.2,
MDA,12.8,,,29.7,33.2,33.1,32.6,31.6,32.5,33.4,33.7,33.6,37,37.4,36.9,40.1,40.5
ROU,62.9,,,69.2,68.7,69,,,67.2,68.5,71.8,71.8,,73,70,70,71.1
RUS,,,,60.6,60.3,,59.9,60.7,,60.7,,61.5,62,,62,,62.2
KNA,,,,,,,,,,,,45.8,44.4,60,60,52.2,
LCA,,0,0,0,0,0,0,25,25,0,33.3,45.8,44.4,60,60,52.2,
VCT,,,,,,0,0,0,50,40,50,45.8,44.4,60,60,52.2,
SVK,,,,,,,,,,,,,63,,63.8,63.8,64.1
SVN,59.5,,,66.3,66.7,68.2,69.8,70.4,74,74.7,75.6,76.4,77,77.4,77.6,77.6,
ESP,31,,,36.4,,39.7,,41.9,44.7,45.5,46.3,47,47.5,,,,
SUR,,9.1,9.1,9.1,8.3,8.3,8.3,7.7,9.1,9.1,9.1,33.3,33.3,52.6,55.6,52.6,
SWE,20.1,,,23.1,23.1,26.1,27,28.1,30.1,38,36.1,39.3,41.2,43.4,42.6,45.8,47.3
CHE,,,,31.5,,,,,,,,,,46.4,32.6,38.4,
TTO,,,,,,,,,,,,32.5,32.5,39.3,,41.9,
TUR,,,,,,,,,,27.9,71.8,27.8,28.9,30.7,33.6,34.4,36.3
GBR,,,,,15.6,15.9,16.3,17.3,18.6,20.2,18.7,18.6,19.4,20.6,22.3,22.6,24.3
URY,,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,
VEN,,20,6.7,0,5,5,10,10,28.1,31.3,31.3,31.3,32.3,36.1,43.8,43.8,
ACE,,,,,,,,46.2923,,47.8552,,47.6533,48.7107,,49.85,48.3207,
AME,,6.45294,6.21111,7.15,11.265,10.5048,16.1636,19.0636,23.687,21.6565,23.6652,27.1345,25.6276,30.7724,33.063,31.8897,
ECM,,,,,,,,46,,48.2,,45.5,47.5,,48.5,46.9,
LCM,,0,0,0,5,6.7,8.3,11.1,20,20,22.2,26.1,25,28.6,28.6,30,
ECE,,,,,,,,31.9127,,36.7907,,37.425,32.9512,,33.7654,27.7991,
LCE,,4.6827,4.07149,7.01636,8.41937,8.35264,8.78646,11.6826,13.4763,16.6372,17.2716,18.9468,18.7778,20.1061,21.3822,22.0608,
# Series: WOMJUDIC,,,,,,,,,,,,,,,,,
"# Name: Women in the judiciary, % of total",,,,,,,,,,,,,,,,,
"# Definition: The UNECE’s definition includes chief justices, judges and magistrates, while UNECLAC’s definition captures women in the highest court or Supreme Court.",,,,,,,,,,,,,,,,,
# Source: European Commission; United Nations Economic Commission for Women (UNECE); United Nations Economic Commission for Latin America and the Caribbean (UNECLAC),,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,
