NLD,,,,,,,,43,47,,
NZL,,,62,,,,,,,,23
NIC,,,,,,,,9,,8,
NER,,,,,3,,,,,,
NGA,,,,5,,,,,,,
NIU,,,,,,52,,,,,
NOR,,,,,,,,35,33,,
OMN,,,,,,,,19,18,,
PAK,,,,,,,,,6,6,
PLW,,,,,,,,,49,48,
PAN,,,,,,,,,22,,
PRY,,,,,,,,,13,13,
PER,,,,,,,,,15,15,
PHL,,,,,,5,,,5,,
POL,,,,,,,,66,67,,
PRT,,,,,,,,34,33,,
QAT,,,,,,,,14,12,,
KOR,,,,,,,,123,103,,
MDA,,,,,,,61,,62,,
ROU,,,,,,65,,,66,,
RUS,,,,,,97,,,,,
RWA,,,,,,16,,,,,
KNA,,,,,,,,,60,48,
LCA,,,,,,,,,15,,
VCT,,,,,,,30,,,26,
WSM,,,,,10,,,,,,
STP,,,,,,32,,,,,29
SAU,,,,,,,,22,22,,
SEN,,,,,,,,3,,,
SRB,,,,,,,54,,54,,
SYC,,,,,,,,,39,,36
SLE,,,,,,4,,,,,
SGP,,,,,,,,31,,,
SVK,,,,,,,,66,65,,
SVN,,,,,,,,47,46,,
ZAF,,,,,28,,,,,,
ESP,,,,,,,,32,32,,
LKA,,,,31,,,,,,,
SDN,,,,,,,,7,7,,
SUR,,,,,,,31,,26,,
SWZ,,,,,,21,,,,,21
SWE,,,,,,,,,28,,
CHE,,,,,,,,53,52,,
SYR,,,,,,,,,15,15,
TJK,,,,,,61,,,52,,
TZA,,,,,,11,,,,7,
THA,,,22,,,,,,,21,
TLS,,,,,,,,,,59,
TGO,,,,,9,,,,,,7
TON,,,,,,,,24,,26,
TTO,,,,,,,,25,26,,
TUN,,,,,,,,,21,21,
TUR,,,,,,,,24,25,,
TKM,,,,,,,41,,40,,
TUV,,56,,,,,,,,,
UGA,,,,,,,,,4,5,
UKR,,,,,,87,,,87,,
ARE,,,,,,,,19,,,
GBR,,,,,,,,34,33,,
USA,,,,,,,,31,30,,
URY,,,,,,,29,,,12,
UZB,,,,,,,48,,46,,
VUT,,,,,,,,17,,,
VEN,,,,,,,13,,11,,
VNM,,,,,,,,29,31,,
YEM,,,,,,,,,7,7,
ZMB,,,,,,,,19,,20,
ZWE,,,,,,30,,,,,17
AAE,,,,,,,,,43.0714,,
ACE,,,,,,,,53,53.3636,,
HIA,,,,,,,,48.4595,46.7045,,
AME,,,,,,,,,23.0769,21.7895,
ANE,,,,,,,,,20.625,,
ASA,,,,,,,,32.5,31,,
ASE,,,,,12.6667,,,,,,
UMA,,,,,,,,,35.122,,
EAM,,,,,,,,,31,,
ECM,,,,,,,,53,52,,
HIM,,,,,,,,38,38,,
LCM,,,,,,,,,17,16,
MEM,,,,,,,,,18,,
NAN,,,,,,,,31,30,,
SAM,,,,,9,,,,,,
UMM,,,,,,,,,27,,
EAE,,,,,,,,,38.3101,,
ECE,,,,,,,,31.1726,45.1541,,
HWW,,,,,,,,48.5184,48.6824,,
LCE,,,,,,,,,15.7751,14.741,
MEE,,,,,,,,,14.2015,,
NAE,,,,,,,,31.296,30.198,,
SAE,,,,,7.01276,,,,,,
UMW,,,,,,,,,32.3157,,
# Series: BEDSDENS,,,,,,,,,,,
# Name: Hospital beds (per 10 000 population),,,,,,,,,,,
# Definition: The number of inpatient beds available relative to the total population for the same geographical area.,,,,,,,,,,,
# Source: World Health Organization (WHO),,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,
