ISO,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
GHA,,,,62.3,,,,,69.4,,,,76.7,78.2,,,86.6
GIN,,,,,46.3,,,,,,48.8,,50.3,,,,
GNB,,,,,,,,,,,,,,,,70,
GUY,,,,,,,,,,,,,,,78.5,,
HTI,35.6,,,,,44.2,,,,,,53.8,,,,,
HND,,,,,,,58.6,,,,,80.8,,,,,
IND,,,,,29.5,,,,,,,37,,,,,
IDN,,,70.4,,,,,,81,,,,81.5,,,,
IRN,,,,,,,,,,,94.3,,,,,,
ITA,,,,,,,,,68.1,,,,,,,,
JAM,,,87.2,,,,,,,,,,,87,,,
JOR,,,86.2,,,,,90.9,,,,,94.1,,,,
KAZ,81.9,,,,70,,,,,,,,,,,,
KEN,,,,60.8,,,,,52.3,,,,,,47.1,,
KIR,,,,,,,,,,,,,,,70.8,,
KGZ,,,81.1,,,,,,,,,,,,,,
LSO,,,,,,,,,,69.6,,,,,70.4,,
LBR,,,,,,,,,,,,,66,,,,
MKD,,,,,,,,,,,,,,,,,93.9
MDG,,,39.7,,,,,,,39.9,,,,,49.3,,
MWI,,,,,,56,,,,57.1,,,,,,45.5,
MDV,,,,,65,,,,,91,,,,,85.1,,
MLI,,25.8,,,,,29.9,,,,,35.4,,,,,
MHL,,,,,,,,,,,,,77.1,,,,
MRT,,,,,,,16.4,,,,,,,,,,
MEX,,,,,,,,,,,,88.3,,,86.3,,
MAR,12,,,,,,,,,30.5,,,,,,,
MOZ,,,37.3,,,,,,53.1,,,,,,,,
MMR,,,,,,,65.9,,,,,,73.4,,,,
NAM,,,,,,69.1,,,,,,,70.4,,,,
NRU,,,,,,,,,,,,,40.2,,,,
NPL,,8.8,,,,,14.3,,,,,29.4,,,,,50.1
NIC,,,,61.6,,,71.6,,,,,,77.7,,,,
NER,,,,11.4,,,,,,,,14.9,,,,,
NGA,,,,,47.3,,,,47.4,,,,,44.8,,,
OMN,,,,,,,,,,,,83.3,86.3,96.4,,,
PAK,,,,,,,,,,,,,28.4,,,,
PLW,,,,,,,,,,,,,88,,,81,
PNG,,,,,,,,,,,,54.9,,,,,
PRY,,,,,,,,,,78.8,,,,90.5,,,
PER,,54,,,,69,,,,87,,87.4,,,92.5,92.9,94.2
PHL,,,,77,,,,,70.4,,,,,77.8,,,
MDA,,,87.4,,,,,,,,88.8,,,,,,
ROU,,,,,59.1,,,,,76,,,,,,,
RWA,,,,,,10.4,,,,,13.3,,,23.9,,35.4,
WSM,,,,,,,,,,,,,,,58.4,,
STP,,,,,,,,,,,,,,,72.4,,
SEN,,,16.6,,,,,,,,39.8,,,,,,50
SRB,,,,,,,,,,,,,,,,94.2,
SLE,,,,,,,,,,,,,,56.1,,74.7,
SLB,,,,,,,,,,,,,64.6,,,,
SOM,,,,,,,,,,,,6.3,,,,,
ZAF,,,,73.1,,,,,56.1,,,,,87.1,,,
SSD,,,,,,,,,,,,,,,,17.3,
LKA,,,,,,,,,,,,,92.5,,,,
SDN,,,,,,,,,,,,,,,,47.1,
SWZ,,,,,,,,,,,,,79.3,,,76.6,
SYR,,,,,,,,,,,,,,,63.7,,
TJK,,,,,,,,,,,,,49.4,,,,
TZA,,69.5,,,69.9,,,,,,61.5,,,,,42.8,
THA,,,,,,,,,,,,,,,79.6,,
TLS,,,,,,,,,29.6,,,,,,,55.1,
TGO,,,,46.3,,,,,,,,,,,,54.9,
TUN,,,,,,,,,,,,67.5,,,,,
TUR,,,,42,,,,,53.9,,,,,73.7,,,
TKM,,,,,,82.8,,,,,,,,,,,
TUV,,,,,,,,,,,,,67.3,,,,
UGA,47.2,,,,,,41.9,,,,,47.2,,,,,47.6
UKR,,,,,,,,,,,,,74.8,,,,
URY,,,,,,,,,,,,,90,,,,
UZB,,78.5,,,,,,,,,,,,,,,
VNM,,,15.2,,,,,29.3,,,,,,,,,59.6
YEM,,,11.4,,,,,,13.9,,,,,,,,
ZMB,,71.3,,,,,,71.6,,,,,60.3,,,,
ZWE,,,,,64.3,,,,,,,71.1,,,56.8,,64.8
AME,,,,,,,,,,,,79.86,,,,,
ASE,,,,,47.25,,,,,,,33.2,,,,,
LCM,,,,,,,,,,,,87.4,,,,,
SAM,,,,,29.5,,,,,,,29.4,,,,,
LCE,,,,,,,,,,,,53.2363,,,,,
SAE,,,,,22.0714,,,,,,,28.1133,,,,,
# Series: ANTENAT4,,,,,,,,,,,,,,,,,
"# Name: Antenatal care coverage 4+, female",,,,,,,,,,,,,,,,,
"# Definition: The percentage of women aged 15-49 with a live birth in a given time period that received antenatal care four or more times as a percentage of women age 15-49 years with a live birth in a given time period. Available survey data on this indicator usually do not specify the type of the provider, therefore, in general, receipt of care by ANY provider is measured.",,,,,,,,,,,,,,,,,
# Source: United Nations Statistics Division,,,,,,,,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,,,,,,,,
